Expediente_INVIMA,principio_activo,concentracion,unidad_base,unidad_de_dispensacion,nombre_comercial,fabricante,medicamento,canal,precio_por_tableta,factoresprecio,numerofactor
20043993,atorvastatina,atorvastatina 40 mg,mg,Tableta o cápsula,Atorvastatina,American Generics,Atorvastatina (American Generics) - Cada tableta contiene: atorvastatina 40 mg,Comercial,"3,709.90",Medio,2
20044004,telmisartan y amlodipino,telmisartan 80 mg + amlodipino 5 mg,mg,Tableta o cápsula,Cordiax,Synthesis,Cordiax (Synthesis) - Cada tableta contiene: telmisartan 80 mg + amlodipino 5 mg,Comercial,"7,866.47",Medio,2
20044013,hidrocodona y ibuprofeno,hidrocodona 5 mg + ibuprofeno 200 mg,mg,Tableta o cápsula,Dovir,Legrand,Dovir (Legrand) - Cada tableta contiene: hidrocodona 5 mg + ibuprofeno 200 mg,Comercial,"4,052.50",Medio,2
20044058,etenilestradiol y dienogest,"etenilestradiol 0,03 mg + dienogest 2 mg",mg,Tableta o cápsula,Acotol Ex,Synthesis,"Acotol Ex (Synthesis) - Cada tableta contiene: etenilestradiol 0,03 mg + dienogest 2 mg",Comercial,593.10,Medio,2
20044090,valsartan,valsartan 80 mg,mg,Tableta o cápsula,Cardiotan 80,Humax,Cardiotan 80 (Humax) - Cada tableta contiene: valsartan 80 mg,Comercial,529.29,Medio,2
20044091,clobazam,clobazam 10 mg,mg,Tableta o cápsula,Obax,Humax,Obax (Humax) - Cada tableta contiene: clobazam 10 mg,Comercial,"1,517.00",Bajo,1
20044093,clobazam,clobazam 20 mg,mg,Tableta o cápsula,Obax,Humax,Obax (Humax) - Cada tableta contiene: clobazam 20 mg,Comercial,"2,986.00",Bajo,1
20044344,omeprazol,omeprazol 40 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,K- Delprazol,Delta,K- Delprazol (Delta) - Cada vial contiene: omeprazol 40 mg,Comercial,"2,934.22",Medio,2
20044427,ciclobenzaprina,ciclobenzaprina 15 mg,mg,Tableta o cápsula de liberación modificada,Mitrul,Adare,Mitrul (Adare) - Cada capsula contiene: ciclobenzaprina 15 mg,Comercial,"8,167.17",Medio,2
20044557,oxido de zinc,oxido de zinc 25 g,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Pasta Lassar Avt,Drogueria San Jorge,Pasta Lassar Avt (Drogueria San Jorge) - frasco 60 g - Cada 100 g contiene: oxido de zinc 25 g,Comercial,"35,715.08",Medio,2
20044614,carbonato de calcio,carbonato de calcio 1500 mg,mg,Tableta o cápsula,Orocal,Lebriut,Orocal (Lebriut) - Cada tableta masticable contiene: carbonato de calcio 1500 mg,Comercial,419.00,Medio,2
20044615,vitamina d3 y carbonato de calcio,vitamina d3 200 ui + carbonato de calcio 600 mg,ui,Tableta o cápsula,Orocal,Lebriut,Orocal (Lebriut) - Cada tableta contiene: vitamina d3 200 ui + carbonato de calcio 600 mg,Comercial,584.00,Medio,2
20044617,fluconazol,fluconazol 200 mg,mg,Tableta o cápsula,Fluconazol,Laproff,Fluconazol (Laproff) - Cada capsula contiene: fluconazol 200 mg,Comercial,410.09,Bajo,1
20044627,propilenglicol y polietilenglicol,"propilenglicol 0,3 g + polietilenglicol 0,4 g",ml,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Systane Gel Oftalmico En Gotas,Alcon,"Systane Gel Oftalmico En Gotas (Alcon) - frasco 10 ml - Cada 100 g contiene: propilenglicol 0,3 g + polietilenglicol 0,4 g",Comercial,"43,583.33",Medio,2
20044646,remifentanil,remifentanil 2 mg,mg,Polvo para reconstituir a Solución o suspensión inyectable,Remifentanilo,Damipe,Remifentanilo (Damipe) - Cada vial contiene: remifentanil 2 mg,Comercial,"45,000.00",Alto,3
20044655,rasagilina,rasagilina 1 mg,mg,Tableta o cápsula,Ragitar,Alkem,Ragitar (Alkem) - Cada tableta contiene: rasagilina 1 mg,Comercial,"4,687.50",Alto,3
20044691,pregabalina,pregabalina 300 mg,mg,Tableta o cápsula,Pregabalina,Ecar,Pregabalina (Ecar) - Cada capsula contiene: pregabalina 300 mg,Comercial,"1,887.36",Medio,2
20044695,exemestano,exemestano 25 mg,mg,Tableta o cápsula,Oncofeme,Hb Human Bioscience,Oncofeme (Hb Human Bioscience) - Cada tableta contiene: exemestano 25 mg,Comercial,"4,106.40",Alto,3
20044823,doxiciclina,doxiciclina 100 mg,mg,Tableta o cápsula,Etidoxina,Euroetika,Etidoxina (Euroetika) - Cada capsula contiene: doxiciclina 100 mg,Comercial,"7,020.02",Alto,3
20044889,sildenafil,sildenafil 50 mg,mg,Tableta o cápsula,Sildenafil,La Sante,Sildenafil (La Sante) - Cada tableta contiene: sildenafil 50 mg,Comercial,"2,063.00",Medio,2
20044923,carbonato de calcio + bicarbonato de sodio + alginato de sodio,carbonato de calcio 325 mg + bicarbonato de sodio 213 mg + alginato de sodio 500 mg,mg,Solución o suspensión oral,Gaviscon Doble Accion,Rb Health,Gaviscon Doble Accion (Rb Health) - Cada sobre contiene: carbonato de calcio 325 mg + bicarbonato de sodio 213 mg + alginato de sodio 500 mg,Comercial,"31,424.10",Medio,2
20044943,metformina y linagliptina,"metformina 850 mg + linagliptina 2,5 mg",mg,Tableta o cápsula,Trayenta Duo,Boehringer,"Trayenta Duo (Boehringer) - Cada tableta contiene: metformina 850 mg + linagliptina 2,5 mg",Comercial,"2,065.75",Medio,2
20044944,metformina y linagliptina,"metformina 1000 mg + linagliptina 2,5 mg",mg,Tableta o cápsula,Trayenta Duo,Boehringer,"Trayenta Duo (Boehringer) - Cada tableta contiene: metformina 1000 mg + linagliptina 2,5 mg",Comercial,"2,065.75",Medio,2
20044951,carbonato de calcio + bicarbonato de sodio + alginato de sodio,escitalopram 10 mg,mg,Tableta o cápsula,Escitalopram,Mk,Escitalopram (Mk) - Cada tableta contiene: escitalopram 10 mg,Comercial,"1,834.55",Medio,2
20044975,amoxicilina y acido clavulanico,amoxicilina 500 mg + acido clavulanico 125 mg,mg,Tableta o cápsula,Clavutec,Faes Farma,Clavutec (Faes Farma) - Cada tableta contiene: amoxicilina 500 mg + acido clavulanico 125 mg,Comercial,"4,632.93",Alto,3
20045072,tramadol,tramadol 100 mg,ml,Solución o suspensión inyectable,Tramadol Clorhidrato,Vitalis,Tramadol Clorhidrato (Vitalis) - ampolla 2 ml - Cada 2 ml contiene: tramadol 100 mg,Comercial,"1,884.09",Medio,2
20045149,carbonato de calcio + bicarbonato de sodio + alginato de sodio,"bromfenaco 0,9 mg",ml,Solución o suspensión oftálmica,Bronax,Mega Labs,"Bronax (Mega Labs) - frasco 5 ml - Cada 1 ml contiene: bromfenaco 0,9 mg",Comercial,"68,289.10",Bajo,1
20045158,amoxicilina y acido clavulanico,acido clavulanico 125 mg + amoxicilina 875 mg,mg,Tableta o cápsula,Clavutec,Faes Farma,Clavutec (Faes Farma) - Cada tableta contiene: acido clavulanico 125 mg + amoxicilina 875 mg,Comercial,"5,223.25",Medio,2
20045393,multivitaminico,multivitaminico,mg,Tableta o cápsula,B-Vit,Procaps,B-Vit (Procaps) - Cada capsula contiene: multivitaminico,Comercial,995.67,Medio,2
20045406,cefalexina,cefalexina 500 mg,mg,Tableta o cápsula,Cinfast,Geneca Pharm,Cinfast (Geneca Pharm) - Cada capsula contiene: cefalexina 500 mg,Comercial,"2,581.00",Alto,3
20045660,cefalexina,cefalexina 5 g,g,Polvo para reconstituir a Solución o suspensión oral,Cinfast,Geneca Pharm,"Cinfast (Geneca Pharm) - frasco 25,52 g - Cada 42,53 g contiene: cefalexina 5 g",Comercial,"21,600.00",Alto,3
20045677,carbonato de calcio + bicarbonato de sodio + alginato de sodio,linezolid 600 mg,mg,Tableta o cápsula,Linezolid,Vesalius,Linezolid (Vesalius) - Cada tableta contiene: linezolid 600 mg,Comercial,"21,886.67",Medio,2
20045833,pirazinamida,pirazinamida 500 mg,mg,Tableta o cápsula,Macrozide 500,Vesalius,Macrozide 500 (Vesalius) - Cada tableta contiene: pirazinamida 500 mg,Comercial,"2,887.50",Medio,2
20045848,carbonato de calcio + bicarbonato de sodio + alginato de sodio,losartan 100 mg,mg,Tableta o cápsula,Losartan,Winthrop,Losartan (Winthrop) - Cada tableta contiene: losartan 100 mg,Comercial,"1,147.09",Alto,3
20045891,carbonato de calcio + bicarbonato de sodio + alginato de sodio,sertralina 50 mg,mg,Tableta o cápsula,Sertralina,Ecar,Sertralina (Ecar) - Cada tableta contiene: sertralina 50 mg,Comercial,"1,904.58",Medio,2
20046007,carbonato de calcio + bicarbonato de sodio + alginato de sodio,vacuna toxoide tetanico 40 ui,ml,Solución o suspensión inyectable,Vacuna Adsorbida Contra El Tetano,Delta,"Vacuna Adsorbida Contra El Tetano (Delta) - vial 0,5 ml - Cada 0,5 ml contiene: vacuna toxoide tetanico 40 ui",Comercial,"1,500.00",Medio,2
20046087,vitamina c,vitamina c 500 mg,ml,Solución o suspensión inyectable,Vitacnova,Cambridge,Vitacnova (Cambridge) - frasco 5 ml - Cada 5 ml contiene: vitamina c 500 mg,Comercial,"6,000.00",Medio,2
20046261,carbonato de calcio + bicarbonato de sodio + alginato de sodio,calamina 8 g,ml,Solución o suspensión tópica,Oxitrex 8% Locion,Ltc,Oxitrex 8% Locion (Ltc) - frasco 120 ml - Cada 100 ml contiene: calamina 8 g,Comercial,"11,485.78",Bajo,1
20046442,carbonato de calcio + bicarbonato de sodio + alginato de sodio,codeina fosfato hemihidrato 100 mg,ml,Solución o suspensión oral,Vita C,Tecnoquimicas,Vita C (Tecnoquimicas) - frasco 30 ml - Cada 1 ml contiene: codeina fosfato hemihidrato 100 mg,Comercial,"13,066.08",Medio,2
20046462,carbonato de calcio + bicarbonato de sodio + alginato de sodio,carbonato de calcio + bicarbonato de sodio + alginato de sodio,ml,Solución o suspensión oral,Pediasol 45 Meq,Quibi,Pediasol 45 Meq (Quibi) - frasco 500 ml - Cada 100 ml contiene: carbonato de calcio + bicarbonato de sodio + alginato de sodio,Comercial,"6,720.00",Medio,2
20046465,pirantel y oxantel,pirantel 100 mg + oxantel 100 mg,mg,Tableta o cápsula,Piraxtel,Farmacoop,Piraxtel (Farmacoop) - Cada tableta contiene: pirantel 100 mg + oxantel 100 mg,Comercial,"6,289.90",Medio,2
20046501,levonorgestrel,"levonorgestrel 13,5 mg",mg,Implante,Jaydess,Bayer,"Jaydess (Bayer) - Cada implante intrauterino contiene: levonorgestrel 13,5 mg",Comercial,"392,164.00",Medio,2
20046526,loperamida,loperamida 2 mg,mg,Tableta o cápsula,Loperamida,Sanofi Aventis,Loperamida (Sanofi Aventis) - Cada tableta contiene: loperamida 2 mg,Comercial,865.44,Medio,2
20046741,codeina fosfato y acetaminofen,codeina fosfato 30 mg + acetaminofen 325 mg,mg,Tableta o cápsula,Nodol,Saluspharma,Nodol (Saluspharma) - Cada tableta contiene: codeina fosfato 30 mg + acetaminofen 325 mg,Comercial,546.68,Bajo,1
20046786,hidroquinona,hidroquinona 4 g,g,Cremas o geles o ungüentos o pomadas o pastas o jaleas,Dermoquinona Crema,Incobra,Dermoquinona Crema (Incobra) - tubo 30 g - Cada 100 g contiene: hidroquinona 4 g,Comercial,"24,045.64",Medio,2
20046867,dextrosa,dextrosa 25 g,g,Polvo para reconstituir a Solución o suspensión oral,Rodelg Curdex,Rodelg,Rodelg Curdex (Rodelg) - Cada sobre contiene: dextrosa 25 g,Comercial,999.57,Medio,2
20046872,latanoprost,latanoprost 5000000 ui,ui,Polvo para reconstituir a Solución o suspensión inyectable,Penicilina G Sodica,Farmalogica,Penicilina G Sodica (Farmalogica) - Cada vial contiene: latanoprost 5000000 ui,Comercial,"1,990.00",Medio,2
20046873,citrato de sodio dihidrato,citrato de sodio dihidrato 1000000 ui,ui,Polvo para reconstituir a Solución o suspensión inyectable,Penicilina G Sodica,Farmalogica,Penicilina G Sodica (Farmalogica) - Cada vial contiene: citrato de sodio dihidrato 1000000 ui,Comercial,"1,158.33",Medio,2
20046916,carbonato de calcio + bicarbonato de sodio + alginato de sodio,quetiapina 200 mg,mg,Tableta o cápsula,Quetiapina,Winthrop,Quetiapina (Winthrop) - Cada tableta contiene: quetiapina 200 mg,Comercial,"2,749.80",Alto,3
20046947,trimebutina,trimebutina 200 mg,mg,Tableta o cápsula,Fitraless,Med Line,Fitraless (Med Line) - Cada tableta contiene: trimebutina 200 mg,Comercial,618.36,Medio,2
20047056,carbonato de calcio + bicarbonato de sodio + alginato de sodio,dextrosa monohidrato 10 mg,mg,Tableta o cápsula,Fin-Espam,Lebriut,Fin-Espam (Lebriut) - Cada tableta contiene: dextrosa monohidrato 10 mg,Comercial,530.00,Medio,2
20047090,propilenglicol + polietilenglicol,propilenglicol 3 mg + polietilenglicol 4 mg,ml,Solución o suspensión oftálmica,Systane-Ultra,Alcon,"Systane-Ultra (Alcon) - vial 0,7 ml - Cada 1 ml contiene: propilenglicol 3 mg + polietilenglicol 4 mg",Comercial,"1,928.89",Bajo,1
20047155,rifaximina,rifaximina 2 g,ml,Polvo para reconstituir a Solución o suspensión oral,Rifax 2%,Lafrancol,"Rifax 2% (Lafrancol) - frasco 60 ml - Cada 28,33 g contiene: rifaximina 2 g",Comercial,"50,105.00",Medio,2
20047165,valsartan + amlodipino,valsartan 160 mg + amlodipino 5 mg,mg,Tableta o cápsula,Cardik,Legrand,Cardik (Legrand) - Cada tableta contiene: valsartan 160 mg + amlodipino 5 mg,Comercial,"4,285.71",Medio,2
20047166,carbonato de calcio + bicarbonato de sodio + alginato de sodio,valsartan 160 mg,mg,Tableta o cápsula,Cardik,Legrand,Cardik (Legrand) - Cada tableta contiene: valsartan 160 mg,Comercial,"1,171.78",Medio,2
20047167,valsartan + amlodipino,valsartan 80 mg + amlodipino 5 mg,mg,Tableta o cápsula,Cardik,Legrand,Cardik (Legrand) - Cada tableta contiene: valsartan 80 mg + amlodipino 5 mg,Comercial,"2,142.86",Medio,2
20047196,esomeprazol,esomeprazol 40 mg,mg,Tableta o cápsula,Esodex,Adexa,Esodex (Adexa) - Cada capsula contiene: esomeprazol 40 mg,Comercial,"4,738.10",Medio,2
20047198,carbonato de calcio + bicarbonato de sodio + alginato de sodio,eplerenona 25 mg,mg,Tableta o cápsula,Inspra,Pfizer,Inspra (Pfizer) - Cada tableta contiene: eplerenona 25 mg,Comercial,"3,244.84",Medio,2
20047262,valsartan + amlodipino,valsartan 160 mg + amlodipino 10 mg,mg,Tableta o cápsula,Cardik,Legrand,Cardik (Legrand) - Cada tableta contiene: valsartan 160 mg + amlodipino 10 mg,Comercial,"4,285.71",Alto,3
20047275,carbonato de calcio + bicarbonato de sodio + alginato de sodio,"levocetirizina 0,05 g",ml,Solución o suspensión oral,Drilyna Jarabe,Bago,"Drilyna Jarabe (Bago) - frasco 120 ml - Cada 100 ml contiene: levocetirizina 0,05 g",Comercial,"41,739.00",Medio,2
20047307,bicarbonato de sodio + acido citrico + acido acetilsalicilico,"bicarbonato de sodio 1,976 g + acido citrico 1 g + acido acetilsalicilico 0,324 g",g,Tableta o cápsula,Alka-Seltzer,Bayer,"Alka-Seltzer (Bayer) - Cada tableta contiene: bicarbonato de sodio 1,976 g + acido citrico 1 g + acido acetilsalicilico 0,324 g",Comercial,829.64,Medio,2
20047307,bicarbonato de sodio + acido citrico + acido acetilsalicilico,"bicarbonato de sodio 1,976 g + acido citrico 1 g + acido acetilsalicilico 0,324 g",g,Tableta o cápsula,Alka-Seltzer,Bayer,"Alka-Seltzer (Bayer) - Cada tableta contiene: bicarbonato de sodio 1,976 g + acido citrico 1 g + acido acetilsalicilico 0,324 g",Comercial,829.64,Medio,2
20047308,acido acetilsalicilico,acido acetilsalicilico 500 mg,mg,Tableta o cápsula,Aspirina,Bayer,Aspirina (Bayer) - Cada tableta contiene: acido acetilsalicilico 500 mg,Comercial,953.63,Medio,2
20047342,fluoxetina,fluoxetina 20 mg,mg,Tableta o cápsula,Fluoxetina,Laproff,Fluoxetina (Laproff) - Cada capsula contiene: fluoxetina 20 mg,Comercial,131.58,Bajo,1
20047440,orlistat,orlistat 120 mg,mg,Tableta o cápsula,Orlistat,Coaspharma,Orlistat (Coaspharma) - Cada capsula contiene: orlistat 120 mg,Comercial,"1,973.84",Bajo,1
20047449,vitamina d3,vitamina d3 5600 ui,ml,Solución o suspensión oral,Nuctis D,Sanofi Aventis,Nuctis D (Sanofi Aventis) - frasco 10 ml - Cada 1 ml contiene: vitamina d3 5600 ui,Comercial,"22,495.00",Bajo,1
20047462,esomeprazol,esomeprazol 20 mg,mg,Tableta o cápsula,Esodex,Adexa,Esodex (Adexa) - Cada capsula contiene: esomeprazol 20 mg,Comercial,"6,130.95",Alto,3
20047565,penicilina g benzatinica,penicilina g benzatinica 50 mg,ml,Solución o suspensión inyectable,Cisplatino,Ropsohn,Cisplatino (Ropsohn) - frasco 50 ml - Cada 50 ml contiene: penicilina g benzatinica 50 mg,Comercial,"26,206.00",Medio,2
20047566,paclitaxel,paclitaxel 30 mg,ml,Solución o suspensión inyectable,Paclitaxel Inyectable,Ropsohn,Paclitaxel Inyectable (Ropsohn) - frasco 5 ml - Cada 5 ml contiene: paclitaxel 30 mg,Comercial,"15,642.86",Alto,3
20047729,milrinona,milrinona 10 mg,ml,Solución o suspensión inyectable,Milrinona,Ryan,Milrinona (Ryan) - vial 10 ml - Cada 10 ml contiene: milrinona 10 mg,Comercial,"9,520.00",Alto,3
20047756,hialuronato de sodio,hialuronato de sodio 4 mg,ml,Solución o suspensión oftálmica,Hialtears,Especialidades Oftmalmologicas,Hialtears (Especialidades Oftmalmologicas) - frasco 5 ml - Cada 1 ml contiene: hialuronato de sodio 4 mg,Comercial,"42,841.67",Medio,2
20047829,levofloxacina,levofloxacina 500 mg,mg,Tableta o cápsula,Levofloxacina,Laproff,Levofloxacina (Laproff) - Cada tableta contiene: levofloxacina 500 mg,Comercial,"2,196.85",Bajo,1
20047839,eritropoyetina,eritropoyetina 2000 ui,ml,Solución o suspensión inyectable,Eritropoyetina Humana Recombinante,Centro De Inmunologia Molecular,Eritropoyetina Humana Recombinante (Centro De Inmunologia Molecular) - vial 1 ml - Cada 1 ml contiene: eritropoyetina 2000 ui,Comercial,630.50,Medio,2
20047845,exemestano,exemestano 25 mg,mg,Tableta o cápsula,Exemestin,Sandoz,Exemestin (Sandoz) - Cada tableta contiene: exemestano 25 mg,Comercial,"2,800.00",Bajo,1
20047921,rosuvastatina,rosuvastatina 20 mg,mg,Tableta o cápsula,Rosuvastatina,Colmed,Rosuvastatina (Colmed) - Cada capsula contiene: rosuvastatina 20 mg,Comercial,"4,954.24",Medio,2
20047923,rosuvastatina,rosuvastatina 10 mg,mg,Tableta o cápsula,Rosuvastatina,Colmed,Rosuvastatina (Colmed) - Cada capsula contiene: rosuvastatina 10 mg,Comercial,"4,030.95",Medio,2
20047999,amoxicilina,amoxicilina 500 mg,mg,Tableta o cápsula,Zakmar,Anzg,Zakmar (Anzg) - Cada capsula contiene: amoxicilina 500 mg,Comercial,"2,375.00",Alto,3
20048020,amlodipino + hidroclorotiazida + valsartan,"hidroclorotiazida 12,5 mg + valsartan 160 mg + amlodipino 10 mg",mg,Tableta o cápsula,Cardik3 160/10/12.21,Legrand,"Cardik3 160/10/12.21 (Legrand) - Cada tableta contiene: hidroclorotiazida 12,5 mg + valsartan 160 mg + amlodipino 10 mg",Comercial,"3,651.79",Medio,2
20048021,amlodipino + valsartan + hidroclorotiazida,"valsartan 160 mg + hidroclorotiazida 12,5 mg + amlodipino 5 mg",mg,Tableta o cápsula,Cardik3 160/10/12.24,Legrand,"Cardik3 160/10/12.24 (Legrand) - Cada tableta contiene: valsartan 160 mg + hidroclorotiazida 12,5 mg + amlodipino 5 mg",Comercial,"3,778.57",Medio,2
20048039,mesalazina,mesalazina 500 mg,mg,Supositorio,Mesilax,Humax,Mesilax (Humax) - Cada supositorio contiene: mesalazina 500 mg,Comercial,"2,071.10",Bajo,1
20048054,antigripal,antigripal,mg,Tableta o cápsula,Congestex Ultra,Novamed,Congestex Ultra (Novamed) - Cada tableta contiene: antigripal,Comercial,"1,094.19",Alto,3
20048136,clotrimazol y metronidazol,clotrimazol 100 mg + metronidazol 500 mg,mg,Óvulo,Gynoplus Ovulos,Farma,Gynoplus Ovulos (Farma) - Cada ovulo contiene: clotrimazol 100 mg + metronidazol 500 mg,Comercial,"4,655.70",Alto,3
20048255,rosuvastatina,rosuvastatina 10 mg,mg,Tableta o cápsula,Xineba,Closter Pharma,Xineba (Closter Pharma) - Cada tableta contiene: rosuvastatina 10 mg,Comercial,"2,040.00",Bajo,1
20048284,metformina,metformina 850 mg,mg,Tableta o cápsula,G-Met G-Tabs,Procaps,G-Met G-Tabs (Procaps) - Cada tableta contiene: metformina 850 mg,Comercial,"1,341.69",Alto,3
20048286,pantoprazol,pantoprazol 40 mg,mg,Tableta o cápsula,Pantoprazol,Colmed,Pantoprazol (Colmed) - Cada tableta contiene: pantoprazol 40 mg,Comercial,"2,711.67",Medio,2
20048287,pantoprazol,pantoprazol 20 mg,mg,Tableta o cápsula,Pantoprazol,Colmed,Pantoprazol (Colmed) - Cada tableta contiene: pantoprazol 20 mg,Comercial,"2,303.33",Medio,2
20048293,rosuvastatina,rosuvastatina 40 mg,mg,Tableta o cápsula,Xineba,Closter Pharma,Xineba (Closter Pharma) - Cada tableta contiene: rosuvastatina 40 mg,Comercial,"5,340.00",Medio,2
20048391,erdosteina,"erdosteina 3,5 g",ml,Polvo para reconstituir a Solución o suspensión oral,Dostein,Aulen,"Dostein (Aulen) - frasco 90 ml - Cada 100 ml contiene: erdosteina 3,5 g",Comercial,"58,400.00",Medio,2
20048477,fenilefrina,fenilefrina 10 mg + fenilefrina 4 mg + fenilefrina 500 mg,g,Polvos o granulados,Noxpirin Caliente Noche,Siegfried,Noxpirin Caliente Noche (Siegfried) - sobre 10 g - Cada 10 g contiene: fenilefrina 10 mg + fenilefrina 4 mg + fenilefrina 500 mg,Comercial,"1,570.72",Medio,2
20048529,yoduro de potasio,yoduro de potasio 500 mg,mg,Tableta o cápsula,Plurigram,Quimica Patric,Plurigram (Quimica Patric) - Cada tableta contiene: yoduro de potasio 500 mg,Comercial,604.58,Medio,2
20048529,yoduro de potasio,yoduro de potasio 500 mg,mg,Tableta o cápsula,Plurigram,Quimica Patric,Plurigram (Quimica Patric) - Cada tableta contiene: yoduro de potasio 500 mg,Comercial,604.58,Medio,2
20048552,escitalopram,escitalopram 20 mg,mg,Tableta o cápsula,Zepax,Siegfried,Zepax (Siegfried) - Cada tableta contiene: escitalopram 20 mg,Comercial,"4,508.24",Medio,2
20048554,escitalopram,escitalopram 10 mg,mg,Tableta o cápsula,Zepax Siegfried,Siegfried,Zepax Siegfried (Siegfried) - Cada tableta contiene: escitalopram 10 mg,Comercial,"3,379.42",Medio,2
20048556,mebendazol polvo micronizado,mebendazol polvo micronizado 500 mg,mg,Tableta o cápsula,Farvibact,Farvical,Farvibact (Farvical) - Cada capsula contiene: mebendazol polvo micronizado 500 mg,Comercial,572.50,Medio,2
20048631,aciclovir,aciclovir 800 mg,mg,Tableta o cápsula,Aciclovir,Ophalac,Aciclovir (Ophalac) - Cada tableta contiene: aciclovir 800 mg,Comercial,"2,051.46",Medio,2
